Accident ID,Date,Time,Screenshot
1779039767,17-05-2026,23:12:47,outputs/accidents/accident_1779039767.jpg
1779039772,17-05-2026,23:12:52,outputs/accidents/accident_1779039772.jpg
1779039964,2026-05-17,23:16:04,outputs/accidents/accident_1779039964.jpg
1779039969,2026-05-17,23:16:09,outputs/accidents/accident_1779039969.jpg
1779040318,2026-05-17,23:21:58,outputs/accidents/accident_1779040318.jpg
1779040323,2026-05-17,23:22:03,outputs/accidents/accident_1779040323.jpg
